"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/29/1995","AQS","720170003","1","18","ppb","26","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/30/1995","AQS","720170003","1","23","ppb","33","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"01/31/1995","AQS","720170003","1","27","ppb","39","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/01/1995","AQS","720170003","1","20","ppb","29","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/02/1995","AQS","720170003","1","11","ppb","16","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/03/1995","AQS","720170003","1","13","ppb","19","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/04/1995","AQS","720170003","1","9","ppb","13","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/05/1995","AQS","720170003","1","4","ppb","6","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/06/1995","AQS","720170003","1","20","ppb","29","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/07/1995","AQS","720170003","1","19","ppb","27","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/08/1995","AQS","720170003","1","23","ppb","33","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/09/1995","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/10/1995","AQS","720170003","1","12","ppb","17","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/11/1995","AQS","720170003","1","21","ppb","30","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/12/1995","AQS","720170003","1","20","ppb","29","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/13/1995","AQS","720170003","1","13","ppb","19","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/14/1995","AQS","720170003","1","17","ppb","24","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/15/1995","AQS","720170003","1","28","ppb","40","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/16/1995","AQS","720170003","1","30","ppb","43","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/17/1995","AQS","720170003","1","22","ppb","31","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/18/1995","AQS","720170003","1","18","ppb","26","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/19/1995","AQS","720170003","1","15","ppb","21","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/20/1995","AQS","720170003","1","23","ppb","33","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/21/1995","AQS","720170003","1","17","ppb","24","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/22/1995","AQS","720170003","1","11","ppb","16","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/23/1995","AQS","720170003","1","15","ppb","21","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/24/1995","AQS","720170003","1","16","ppb","23","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/25/1995","AQS","720170003","1","7","ppb","10","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/26/1995","AQS","720170003","1","17","ppb","24","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/27/1995","AQS","720170003","1","15","ppb","21","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"02/28/1995","AQS","720170003","1","35","ppb","50","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/01/1995","AQS","720170003","1","19","ppb","27","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/02/1995","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/03/1995","AQS","720170003","1","9","ppb","13","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/04/1995","AQS","720170003","1","19","ppb","27","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/05/1995","AQS","720170003","1","9","ppb","13","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/06/1995","AQS","720170003","1","14","ppb","20","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/07/1995","AQS","720170003","1","25","ppb","36","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/08/1995","AQS","720170003","1","20","ppb","29","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/09/1995","AQS","720170003","1","12","ppb","17","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/10/1995","AQS","720170003","1","14","ppb","20","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/11/1995","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/12/1995","AQS","720170003","1","4","ppb","6","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/13/1995","AQS","720170003","1","15","ppb","21","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/14/1995","AQS","720170003","1","32","ppb","46","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/15/1995","AQS","720170003","1","16","ppb","23","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/16/1995","AQS","720170003","1","18","ppb","26","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/17/1995","AQS","720170003","1","32","ppb","46","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/18/1995","AQS","720170003","1","19","ppb","27","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/19/1995","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/20/1995","AQS","720170003","1","16","ppb","23","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/21/1995","AQS","720170003","1","13","ppb","19","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/22/1995","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/23/1995","AQS","720170003","1","18","ppb","26","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/24/1995","AQS","720170003","1","12","ppb","17","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","22","92.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/25/1995","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/26/1995","AQS","720170003","1","10","ppb","14","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/27/1995","AQS","720170003","1","3","ppb","4","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/28/1995","AQS","720170003","1","5","ppb","7","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","23","96.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/29/1995","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
"03/30/1995","AQS","720170003","1","6","ppb","9","RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA","24","100.0000","42401","Sulfur dioxide","41980","San Juan-Carolina-Caguas, PR","72","Puerto Rico","017","Barceloneta","18.436763605388","-66.5800197115915"
